UF_str;Pop_nr;Altitude_val;Area_val;Latitude_val;Longitude_val;Rendimentos_val;FPM_val;ReceitaTrib_val;QtdeDecl_nr;RendTrib_val
PI;5775;440,0;311,8;-7,13;41,04;290,01;4715102,0;93305,0;164;5,52
PI;7058;60,0;477,8;-3,81;42,63;227,31;4715102,0;129368,0;118;3,85
PI;45904;125,0;1675,7;-4,83;42,17;5141,15;15717006,0;2655629,0;3215;136,79000000000002
PI;3911;180,0;2162,9;-7,69;43,72;198,06;4716627,0;305950,0;75;2,87
PI;20619;269,0;4325,6;-8,11;42,94;1843,79;9430203,0;855646,0;1009;36,3
PI;11208;130,0;592,2;-4,46;41,94;587,25;6286802,0;197546,0;281;10,66
PI;3993;400,0;1134,1;-8,49;41,82;193,22;0,0;0,0;100;2,92
PI;10588;566,0;1611,0;-9,28;43,33;577,12;0,0;0,0;294;11,44
PI;5704;50,0;471,5;-3,48;41,84;226,55;4715102,0;187147,0;74;2,23
PI;4974;347,0;501,3;-7,73;40,99;265,54;4715102,0;200807,0;129;3,4899999999999998
PI;18466;239,0;2035,2;-5,32;41,55;1314,11;9430203,0;554271,0;921;27,189999999999998
PI;5248;13,0;488,2;-3,42;41,9;225,9;4715102,0;159942,0;62;1,54
PI;27163;160,0;1269,5;-3,47;41,56;1465,24;0,0;0,0;735;26,93
PI;4611;140,0;282,1;-4,56;41,97;284,38;0,0;0,0;111;3,67
PI;6014;100,0;357,7;-3,73;41,45;285,83;0,0;0,0;187;4,81
PI;3916;190,0;485,5;-5,09;42,2;206,16;0,0;0,0;46;2,0500000000000003
PI;6278;216,0;430,6;-8,18;43,79;363,76;4715102,0;142855,0;297;10,04
PI;7522;0,0;947,9;-7,23;42,18;431,35;4715102,0;165523,0;152;5,2
PI;4532;252,0;831,4;-7,88;41,6;361,91;4715102,0;313026,0;186;6,6
PI;4598;0,0;1914,8;-8,82;42,51;293,55;0,0;0,0;83;2,86
PI;26011;438,0;3048,4;-10,44;45,16;2746,83;11001904,0;1160883,0;1682;66,56
PI;8069;469,0;1202,9;-10,65;45,19;455,71;4720231,0;180945,0;189;6,01
PI;10191;239,0;1846,3;-8,82;44,22;1137,91;0,0;0,0;591;17,21
PI;11078;328,0;2337,5;-10,04;44,31;1162,07;0,0;0,0;552;17,17
PI;4829;320,0;3156,6;-9,01;44,41;210,92;0,0;0,0;61;1,46
PI;4318;126,0;345,8;-5,58;42,78;157,84;0,0;0,0;53;1,82
PI;5059;370,0;752,3;-7,83;40,9;291,97;0,0;0,0;120;3,2
PI;13526;112,0;216,8;-5,36;42,68;1013,64;6286802,0;293016,0;672;24,08
PI;6841;740,0;1017,1;-9,34;42,43;511,45;0,0;0,0;162;5,51
PI;6735;405,0;219,1;-6,96;41,64;652,81;4470940,0;197238,0;332;11,43
PI;4291;150,0;846,8;-4,25;41,27;172,44;4959787,0;246789,0;79;2,7199999999999998
PI;9376;340,0;3870,2;-9,0;41,97;570,87;0,0;0,0;228;5,55
PI;14462;203,0;1347,5;-6,2;42,14;1070,3;7858503,0;537666,0;529;17,939999999999998
PI;4791;258,0;1090,4;-8,1;43,66;328,9;0,0;0,0;245;9,03
PI;38749;59,0;911,2;-3,9;42,23;2889,07;14145305,0;978813,0;2286;73,45
PI;5186;0,0;712,9;-9,01;42,69;358,04;0,0;0,0;79;2,4299999999999997
PI;4395;300,0;946,7;-7,79;42,93;279,04;4715102,0;217440,0;121;4,29
PI;2513;180,0;194,7;-7,47;41,79;131,42;4715102,0;142392,0;68;1,78
PI;58702;112,0;3409,6;-6,77;43,02;9379,27;17288706,0;4886375,0;6464;305,28999999999996
PI;5268;245,0;268,7;-6,4;42,26;240,77;4715102,0;124187,0;131;4,39
PI;4361;125,0;656,5;-6,62;42,69;328,7;4715102,0;168967,0;165;5,9
PI;3078;360,0;155,3;-7,33;40,79;134,69;4715102,0;114571,0;100;3,28
PI;8993;270,0;491,9;-6,99;41,14;653,1;4715114,0;235647,0;359;14,67
PI;11411;426,0;775,7;-7,09;40,62;1167,16;1634447,0;133958,0;663;26,67
PI;5298;260,0;462,5;-7,16;41,36;259,6;4715102,0;78264,0;104;3,19
PI;10509;481,0;3494,9;-9,83;45,34;879,29;6286802,0;550523,0;499;16,060000000000002
PI;10340;177,0;1023,6;-6,79;43,57;1184,06;6286802,0;2911932,0;922;36,83
PI;4472;520,0;3118,2;-9,4;43,69;223,23;4715102,0;187449,0;118;4,15
PI;3811;232,0;224,5;-5,99;42,56;200,29;4715102,0;207608,0;133;5,04
PI;9176;10,0;134,3;-2,86;41,82;511,03;4715102,0;92775,0;234;7,97
PI;15032;387,0;978,2;-6,67;41,71;1504,25;7858503,0;561406,0;601;22,799999999999997
PI;9569;424,0;527,7;-6,83;41,74;670,86;4715102,0;110259,0;342;11,71
PI;8389;260,0;776,1;-7,74;41,68;417,87;4715102,0;355406,0;194;6,59
PI;11330;200,0;828,1;-7,45;41,48;1075,13;6286802,0;170671,0;268;10,18
PI;10818;258,0;2554,2;-7,6;43,03;1191,28;6286802,0;1211975,0;539;16,76
PI;5695;0,0;1370,7;-7,94;41,21;331,77;4715102,0;263236,0;137;3,97
PI;18585;280,0;865,1;-7,36;41,14;1316,95;9430203,0;366783,0;587;21,57
PI;4402;0,0;509,8;-6,1;42,63;229,63;4715102,0;149066,0;95;3,54
PI;4756;240,0;653,2;-4,77;41,82;318,19;4715102,0;177358,0;65;2,26
PI;4397;145,0;1867,3;-7,09;43,51;295,55;4715102,0;278604,0;171;6,55
PI;2968;300,0;1800,2;-8,51;42,41;178,01;4715102,0;202533,0;49;1,49
PI;14059;7,0;739,6;-3,51;42,2;827,65;7858503,0;398194,0;478;11,0
PI;5282;24,0;166,4;-3,48;42,43;239,58;4715102,0;412081,0;87;2,92
PI;38169;138,0;1538,2;-4,76;42,58;2609,94;12573605,0;1144818,0;1328;50,269999999999996
PI;4837;175,0;827,2;-5,17;41,7;237,57;0,0;0,0;106;3,24
PI;5496;389,0;1297,1;-10,32;44,24;201,27;0,0;0,0;138;3,26
PI;4641;535,0;1271,9;-9,23;43,13;238,15;0,0;0,0;103;3,54
PI;2757;240,0;67,5;-5,83;42,62;141,83;4715102,0;158586,0;54;2,12
PI;8290;0,0;394,7;-4,52;42,62;386,89;0,0;0,0;182;5,800000000000001
PI;4570;0,0;1261,9;-8,48;41,53;243,07;4715102,0;178107,0;140;4,21
PI;6590;368,0;155,6;-4,39;41,6;267,34;4715102,0;194734,0;102;3,25
PI;3963;185,0;426,6;-5,42;42,64;184,46;4725803,0;211709,0;94;3,1100000000000003
PI;5022;455,0;804,7;-6,51;41,58;208,38;4715102,0;142361,0;71;2,2
PI;5251;310,0;1088,6;-7,27;43,93;480,53;0,0;0,0;214;6,95
PI;29415;10,0;1070,9;-2,88;41,67;1815,2;0,0;0,0;719;25,85
PI;25028;30,0;704,3;-3,46;42,37;1771,01;0,0;0,0;1110;36,64
PI;8075;30,0;177,2;-3,48;42,5;339,0;4715102,0;340807,0;127;3,19
PI;5262;227,0;1619,0;-8,01;43,87;338,73;0,0;0,0;243;8,17
PI;8186;0,0;143,9;-7,44;40,66;574,28;4715102,0;146320,0;334;12,41
PI;4482;274,0;677,4;-7,12;43,89;441,38;0,0;0,0;187;7,4
PI;6315;270,0;521,1;-7,46;41,13;360,2;4715102,0;109435,0;80;2,27
PI;10693;69,0;226,4;-3,72;42,56;575,93;6287025,0;223097,0;330;10,15
PI;32993;50,0;1393,7;-4,17;42,9;1716,06;12573605,0;1179267,0;687;25,43
PI;1239;185,0;93,5;-5,68;42,74;108,15;0,0;0,0;37;1,44
PI;6791;322,0;1371,7;-4,68;41,42;222,61;4715102,0;228472,0;92;3,2800000000000002
PI;10410;116,0;568,7;-5,56;42,61;779,15;6310270,0;605316,0;290;10,42
PI;7565;257,0;401,4;-7,0;41,03;826,53;4715102,0;130353,0;230;8,72
PI;10441;453,0;2417,9;-9,75;45,3;655,66;6286802,0;352229,0;361;11,71
PI;4077;479,0;2116,9;-9,73;43,9;178,6;0,0;0,0;107;2,71
PI;6641;99,0;328,3;-3,74;42,31;254,68;4715102,0;208327,0;127;3,37
PI;8846;19,0;481,7;-3,32;42,09;357,38;4715102,0;124688,0;122;3,65
PI;7279;136,0;1315,8;-6,97;42,67;435,66;4715102,0;168919,0;250;8,440000000000001
PI;8330;0,0;363,6;0,0;0,0;0,0;0,0;0,0;9;0,24
PI;4723;40,0;356,3;-4,63;42,17;188,43;4715102,0;233237,0;123;4,49
PI;8457;53,0;358,5;-3,98;42,62;409,82;0,0;0,0;119;3,93
PI;6493;235,0;525,3;-6,45;41,94;540,39;4715102,0;295845,0;160;5,38
PI;3371;180,0;481,7;-5,29;41,93;122,36;4715102,0;79295,0;61;2,08
PI;36266;166,0;2702,5;-7,03;42,13;3651,35;12573605,0;1502317,0;2251;91,33
PI;2390;235,0;219,6;-5,84;42,58;126,45;4720504,0;60107,0;56;1,78
PI;6742;360,0;272,0;-7,36;40,9;434,56;4715102,0;120142,0;239;8,93
PI;4074;193,0;401,4;-7,78;42,26;271,28;4715102,0;110365,0;162;5,1
PI;3479;290,0;1079,2;-7,86;42,82;250,28;4715102,0;131843,0;115;3,26
PI;4988;270,0;2023,5;-8,73;44,24;428,59;4702344,0;379346,0;156;4,88
PI;14151;85,0;1499,2;-5,98;43,06;748,48;7858503,0;363102,0;244;8,77
PI;3909;340,0;448,5;-7,1;41,7;220,9;4715102,0;196495,0;41;1,17
PI;10530;334,0;3429,3;-10,23;44,64;627,88;6286802,0;571915,0;292;10,81
PI;149348;5,0;435,6;-2,9;41,78;21468,28;63407418,0;12327376,0;13074;651,51
PI;4470;140,0;849,6;-5,86;42,44;256,56;0,0;0,0;87;3,23
PI;6241;0,0;751,6;-7,67;41,24;397,52;0,0;0,0;146;4,4799999999999995
PI;3914;0,0;430,8;0,0;0,0;0,0;0,0;0,0;29;1,03
PI;20133;359,0;1969,9;-8,14;41,15;1445,08;9430203,0;2024947,0;1006;42,019999999999996
PI;3645;300,0;1090,7;-7,97;43,22;216,98;0,0;0,0;91;2,8499999999999996
PI;38014;603,0;1518,2;-4,42;41,46;2312,31;14145305,0;1145765,0;1376;50,64
PI;2472;200,0;870,3;-8,07;42,29;108,82;4715102,0;298131,0;64;2,09
PI;4276;292,0;909,7;-8,09;42,05;179,54;0,0;0,0;105;3,73
PI;76309;206,0;534,7;-7,08;41,47;11959,71;20432107,0;6483574,0;7967;377,2
PI;11900;283,0;4563,1;-6,25;41,42;641,42;0,0;0,0;260;9,129999999999999
PI;18023;495,0;1947,1;-6,84;40,58;1291,35;9430203,0;263243,0;661;21,57
PI;28066;60,0;2380,4;-3,93;41,71;1838,39;11001904,0;891172,0;1360;52,44
PI;62600;170,0;1408,9;-4,27;41,78;6324,63;18860407,0;4369853,0;4254;167,85
PI;12239;38,0;252,7;-3,89;42,71;585,9;6286802,0;260518,0;290;10,34
PI;2637;180,0;1169,4;-6,97;44,18;126,43;4715102,0;145711,0;44;1,6600000000000001
PI;3107;115,0;196,3;-5,67;42,21;217,21;4715102,0;110734,0;75;2,79
PI;8775;410,0;1352,4;-8,58;41,42;379,12;4715102,0;137674,0;139;4,1
PI;8580;292,0;2468,0;-9,49;44,59;483,26;4715177,0;245510,0;214;7,619999999999999
PI;17696;164,0;1251,0;-6,24;42,69;1343,5;9430203,0;535720,0;677;22,47
PI;4255;400,0;2222,1;-10,13;44,95;327,35;0,0;0,0;112;3,59
PI;4368;200,0;1004,2;-7,69;42,71;156,39;4715102,0;262727,0;109;3,44
PI;7112;210,0;3978,9;-7,56;45,24;703,55;4715102,0;1305856,0;274;8,969999999999999
PI;6328;310,0;635,9;-7,78;43,14;552,25;4715102,0;663248,0;194;6,5
PI;6119;190,0;611,6;-7,19;41,77;560,41;4715102,0;225455,0;224;9,7
PI;3910;160,0;979,7;-5,8;41,96;187,98;4715102,0;132899,0;50;1,45
PI;6152;277,0;5285,4;-9,11;45,92;477,29;4715102,0;510983,0;258;8,95
PI;5694;345,0;1186,8;-8,95;44,13;293,01;4715102,0;141049,0;160;4,5
PI;4534;0,0;141,1;-6,95;41,52;278,29;4715102,0;123527,0;89;2,91
PI;5180;0,0;340,2;-6,8;42,29;354,76;4715102,0;213220,0;149;4,32
PI;6215;237,0;387,4;-6,98;41,23;600,71;4719031,0;216007,0;229;7,95
PI;2109;240,0;33,1;-6,05;42,71;94,7;0,0;0,0;57;2,1
PI;3713;210,0;852,9;-7,43;41,91;318,92;4715102,0;168968,0;101;3,25
PI;4367;0,0;656,4;-9,22;43,01;272,52;4715102,0;125578,0;104;3,0300000000000002
PI;2931;175,0;657,2;-5,93;42,11;276,34;4715102,0;235640,0;86;3,05
PI;5759;415,0;1100,4;-8,24;41,69;172,73;0,0;0,0;115;3,15
PI;6332;158,0;1340,7;-7,25;42,54;346,43;4715102,0;81460,0;156;5,75
PI;2942;440,0;1385,3;-10,03;45,3;149,51;4715102,0;179511,0;80;2,74
PI;4885;270,0;150,2;-5,99;42,7;279,65;4715102,0;100571,0;201;7,75
PI;4516;310,0;480,3;-6,82;41,34;256,87;4715102,0;196509,0;90;2,8200000000000003
PI;5873;241,0;764,9;-3,96;41,26;371,34;4715102,0;260128,0;190;5,78
PI;6101;155,0;1006,5;-5,51;41,9;342,78;4715102,0;318575,0;159;4,66
PI;4738;340,0;395,3;-6,41;41,86;275,51;4715102,0;132153,0;101;3,1799999999999997
PI;7700;110,0;213,4;-3,82;42,45;334,09;4715102,0;187201,0;177;4,43
PI;20077;222,0;1527,8;-8,36;42,25;1898,42;9430204,0;688849,0;1242;43,78
PI;5237;55,0;319,1;-3,81;41,83;259,9;4715102,0;213834,0;114;3,98
PI;3702;170,0;1287,2;-7,49;42,56;272,12;4715102,0;159374,0;117;4,3
PI;6615;395,0;364,9;-6,87;41,48;377,1;4715102,0;112082,0;167;5,58
PI;5771;377,0;257,2;-7,08;40,83;521,19;4715102,0;262300,0;363;11,719999999999999
PI;4488;0,0;672,7;-9,17;42,54;266,46;4715102,0;54822,0;108;3,9000000000000004
PI;2593;328,0;220,4;-6,83;41,32;141,46;4715102,0;127881,0;38;1,2200000000000002
PI;2407;160,0;384,2;-5,86;42,19;106,92;4715102,0;144886,0;46;1,3599999999999999
PI;2994;200,0;813,4;-7,59;42,37;96,37;4715102,0;133016,0;70;2,41
PI;18132;285,0;5207,0;-5,5;41,32;1065,14;9431153,0;419991,0;406;12,75
PI;13956;264,0;518,3;-5,93;42,72;942,88;0,0;0,0;468;19,049999999999997
PI;33613;332,0;2415,6;-9,02;42,7;3132,02;12573605,0;2271570,0;2424;104,52000000000001
PI;3475;500,0;893,7;-10,82;44,83;236,22;4715102,0;192288,0;82;2,8600000000000003
PI;4199;360,0;3151,6;-7,57;44,06;224,94;0,0;0,0;117;4,35
PI;9799;230,0;967,0;-4,91;41,73;448,23;0,0;0,0;220;6,33
PI;14393;437,0;1071,5;-7,6;40,82;896,46;7861345,0;1529377,0;554;20,42
PI;12385;302,0;1345,8;-7,85;41,91;1363,27;6286802,0;648241,0;1008;26,509999999999998
PI;4519;191,0;761,9;-7,87;42,49;241,52;4715102,0;106772,0;148;4,96
PI;6504;240,0;209,7;-7,04;41,38;367,52;4715102,0;89262,0;170;5,65
PI;2839;350,0;1587,3;-8,4;42,91;149,85;4715103,0;43326,0;64;2,02
PI;2694;280,0;398,7;-6,6;42,28;132,79;4715101,0;112052,0;97;3,2199999999999998
PI;840600;72,0;1392,0;-5,09;42,8;176433,79;297446536,0;187720128,0;114865;7084,9400000000005
PI;43511;52,0;1173,4;-4,59;42,86;2561,82;14145305,0;1967021,0;1585;53,5
PI;20902;167,0;8411,9;-7,23;44,56;1512,68;9431117,0;1672058,0;1594;63,989999999999995
PI;20555;308,0;1334,6;-6,41;41,75;2792,23;9430203,0;1008028,0;1551;58,61
PI;4899;0,0;450,8;-9,24;42,96;221,32;4715102,0;136487,0;123;4,449999999999999
PI;4339;245,0;237,0;-6,54;42,25;380,0;0,0;0,0;150;4,97
PI;3023;297,0;342,0;-7,6;41,48;155,57;4715102,0;114584,0;47;1,63
PI;2987;400,0;218,3;-7,14;40,94;206,32;4715102,0;172445,0;103;4,1499999999999995
PI;4365;160,0;270,0;-7,23;41,91;245,19;4715102,0;107120,0;97;3,6399999999999997
PR;7852;620,0;228,7;-23,3;50,31;1186,84;6139705,0;852500,0;427;20,65
PR;6374;250,0;1349,3;-24,66;48,99;801,11;6141207,0;804989,0;436;16,57
PR;8892;850,0;192,2;-25,99;49,34;1079,58;6139705,0;532141,0;556;20,64
PR;111586;945,0;194,7;-25,32;49,31;17225,76;0,0;0,0;10585;407,27
PR;3544;560,0;386,9;-24,8;52,71;909,35;4831490,0;208476,0;188;7,41
PR;21619;380,0;661,6;-23,87;53,9;3529,61;11769367,0;2356454,0;1168;53,02
PR;14427;525,0;407,7;-23,13;52,32;2494,78;9798038,0;1766660,0;1025;41,07
PR;10317;436,0;447,7;-24,03;53,44;2505,79;5865709,0;1216519,0;651;28,560000000000002
PR;10965;320,0;424,3;-22,78;51,23;1913,16;7846344,0;1609778,0;1077;39,56
PR;5885;430,0;384,7;-23,1;52,79;820,69;6139705,0;508899,0;307;12,36
PR;18439;521,0;298,4;-25,92;53,47;3664,25;11757683,0;2094482,0;1293;56,36
PR;2922;651,0;102,6;-24,72;53,08;396,69;5878748,0;259142,0;149;5,85
PR;20931;470,0;236,1;-23,05;50,23;5059,78;11757641,0;2924296,0;2357;104,9
PR;2959;300,0;106,0;-23,19;51,92;631,95;4963956,0;269372,0;295;10,43
PR;19414;20,0;882,3;-25,43;48,71;3777,68;11757645,0;4315320,0;1967;86,94
PR;7573;802,0;469,8;-25,99;50,2;845,5;6139705,0;443275,0;305;10,79
PR;129265;820,0;558,4;-23,55;51,46;30714,26;34791766,0;26805901,0;15967;723,38
PR;113833;729,0;381,1;-23,42;51,42;25647,76;32745092,0;26398489,0;14442;632,67
PR;27362;860,0;1360,5;-24,16;49,83;8001,64;15170657,0;4125513,0;2830;128,53
PR;3469;680,0;218,0;-24,32;51,79;434,15;6139705,0;218744,0;183;6,6
PR;13971;610,0;493,2;-23,93;52,5;2431,74;7846344,0;1211456,0;1215;48,97
PR;131356;897,0;469,2;-25,59;49,41;22510,37;34791660,0;145333535,0;20391;897,31
PR;2389;700,0;239,6;-24,39;51,59;420,12;5878503,0;216869,0;128;4,5
PR;16322;605,0;440,3;-23,37;50,84;3568,89;10232717,0;3310039,0;1854;79,1
PR;34008;406,0;969,6;-24,42;53,52;11444,79;16376503,0;5478601,0;5488;212,13
PR;25862;675,0;434,8;-23,23;51,67;6314,11;14325804,0;3734049,0;3451;131,11
PR;4007;502,0;137,7;-23,15;52,05;918,36;5878913,0;340909,0;370;15,93
PR;12200;871,0;349,0;-25,58;49,64;2007,18;7848974,0;5943473,0;1462;53,33
PR;32718;420,0;445,2;-23,11;50,37;7663,32;9406117,0;4842621,0;3314;159,7
PR;12583;374,0;538,6;-24,03;52,01;2234,33;8186293,0;1576466,0;889;38,37
PR;10187;828,0;171,8;-26,25;53,63;2181,05;6141204,0;1000469,0;1119;44,42
PR;2817;560,0;115,7;-23,12;50,18;547,88;6139706,0;216634,0;208;8,81
PR;3887;558,0;148,1;-25,88;53,66;548,99;5878748,0;216976,0;180;5,63
PR;15589;590,0;242,7;-23,0;51,19;3886,15;10235346,0;1807377,0;1609;79,47
PR;16448;987,0;1214,9;-26,16;51,55;2531,52;10232841,0;1186103,0;764;34,04
PR;4518;500,0;307,4;-24,24;52,79;827,41;6263162,0;686343,0;701;27,55
PR;2739;521,0;151,8;-25,64;53,21;509,81;6139705,0;172617,0;176;6,949999999999999
PR;6692;950,0;622,2;-24,87;51,63;1218,01;5886242,0;345813,0;336;13,26
PR;7998;445,0;256,3;-25,44;53,41;1526,55;6139705,0;693062,0;498;18,3
PR;11996;980,0;826,3;-25,21;49,12;1689,14;7838331,0;1229384,0;890;34,53
PR;3800;660,0;174,0;-26,19;53,6;460,95;5886261,0;178925,0;165;6,16
PR;6906;580,0;322,8;-23,71;51,76;1101,97;5878777,0;304022,0;387;16,41
PR;3368;640,0;195,9;-26,08;52,83;631,68;6139705,0;459510,0;362;14,23
PR;7608;635,0;334,4;-23,94;51,59;1479,91;6139705,0;951290,0;838;30,229999999999997
PR;5770;654,0;343,3;-24,82;53,12;715,27;6139705,0;400750,0;427;15,780000000000001
PR;3086;378,0;291,0;-24,2;53,52;699,29;6141207,0;373042,0;281;10,36
PR;2853;420,0;185,8;-22,79;51,72;387,56;5878823,0;176513,0;253;9,4
PR;16321;521,0;271,7;-24,62;53,32;2884,45;10232841,0;2873413,0;1895;84,05
PR;4310;425,0;335,4;-23,9;53,51;936,33;6139705,0;583333,0;228;7,92
PR;8464;800,0;141,8;-23,65;51,36;1568,08;5878841,0;997354,0;613;26,07
PR;25051;545,0;366,2;-23,05;50,07;5526,6;14325978,0;3292471,0;2866;126,76
PR;103036;650,0;494,7;-23,28;51,28;23141,38;30698524,0;19122135,0;12730;551,1
PR;7657;805,0;163,4;-23,58;51,58;1392,63;5878748,0;847050,0;687;26,450000000000003
PR;15353;610,0;796,6;-24,59;52,8;3197,2;10232841,0;1333771,0;1578;62,67
PR;4113;994,0;448,4;-25,08;51,83;496,3;4703058,0;380235,0;161;5,21
PR;41447;903,0;539,0;-25,31;49,06;7229,34;18419114,0;15163007,0;5370;204,62
PR;4309;720,0;433,8;-25,03;52,99;615,14;6139705,0;335114,0;336;11,879999999999999
PR;7623;798,0;304,5;-25,98;49,68;869,57;0,0;0,0;540;17,65
PR;122443;956,0;1249,4;-25,46;49,53;24454,98;31353721,0;25023156,0;18566;800,34
PR;27143;931,0;275,6;-25,37;49,45;4556,82;14326022,0;3368307,0;2317;80,98
PR;92300;585,0;757,9;-24,05;52,38;22444,52;28651956,0;26958865,0;15455;796,24
PR;16484;540,0;1510,2;-24,57;51,33;2021,64;10235314,0;1056936,0;647;26,15
PR;15741;950,0;1512,8;-25,57;52,06;2482,65;10232872,0;2741212,0;1264;44,21
PR;13424;840,0;583,5;-25,37;52,13;1898,03;8186273,0;1349725,0;690;26,06
PR;19229;368,0;418,7;-25,67;53,81;4212,55;11757683,0;2466965,0;1866;82,67
PR;15659;250,0;275,7;-25,48;53,61;3532,13;10411974,0;1286361,0;1629;64,24
PR;21233;120,0;649,7;-24,92;50,1;4045,37;11757645,0;4693978,0;2883;110,44
PR;14289;521,0;451,4;-23,43;49,72;2727,16;10232842,0;1557568,0;1365;50,05
PR;309259;781,0;2100,8;-24,96;53,46;83973,05;53007604,0;100283078,0;55020;2811,82
PR;70454;999,0;2531,5;-24,79;50,01;14504,54;23545042,0;10549092,0;8166;372,19
PR;10463;762,0;581,8;-25,2;53,16;1906,88;8186273,0;1470062,0;577;26,479999999999997
PR;11346;560,0;371,8;-22,82;51,6;2005,93;6623321,0;847817,0;901;32,2
PR;17689;318,0;1341,2;-24,82;49,26;2026,37;0,0;0,0;999;28,46
PR;11589;620,0;1179,4;-25,15;53,85;2699,37;7838331,0;2665063,0;1450;51,53
PR;20034;720,0;959,7;-25,86;52,52;4525,97;12187269,0;3666685,0;2186;93,53
PR;76456;543,0;811,7;-23,66;52,61;17728,5;23539032,0;27615230,0;9938;482,72
PR;11937;404,0;403,0;-23,38;52,94;2103,24;8186298,0;1611956,0;1115;54,22
PR;17436;967,0;704,6;-26,4;52,47;3508,23;11772335,0;1607301,0;1703;65,39
PR;229872;1027,0;197,4;-25,29;49,22;42765,82;0,0;0,0;28859;1079,33
PR;23542;400,0;403,3;-22,84;51,97;5862,75;11772521,0;3366763,0;3252;139,19
PR;8693;753,0;536,0;-23,55;50,55;1084,21;0,0;0,0;498;21,45
PR;3813;520,0;204,7;-23,63;50,17;932,36;5886261,0;309698,0;316;14,36
PR;17300;883,0;299,0;-25,68;49,53;2721,52;9798038,0;2076185,0;1550;61,33
PR;17016;895,0;529,4;-24,8;53,31;3702,62;9797913,0;2543979,0;2241;88,19
PR;48487;676,0;635,1;-23,18;50,65;14597,76;19596075,0;17884048,0;8103;427,67
PR;7553;1113,0;1576,2;-26,23;52,03;678,1;5886261,0;559750,0;367;8,1
PR;21939;700,0;684,4;-25,98;52,57;4517,8;12279410,0;3608803,0;2074;96,69
PR;3817;601,0;164,3;-24,1;52,12;476,33;5884758,0;287714,0;222;7,8
PR;4380;535,0;161,9;-25,62;53,13;618,12;6133695,0;636378,0;319;12,91
PR;21149;438,0;779,2;-23,79;53,07;4618,0;12279410,0;2691575,0;1920;95,69
PR;4646;358,0;259,1;-22,96;52,16;884,41;5884758,0;438349,0;348;16,62
PR;18755;940,0;1478,4;-26,02;51,35;2459,35;12279410,0;1371097,0;621;26,98
PR;3166;690,0;312,3;-24,01;51,46;408,36;5878841,0;194994,0;196;6,7
PR;1864416;934,0;435,3;-25,43;49,27;967582,3;198165709,0;1415702418,0;544559;32967,01
PR;14720;776,0;576,3;-24,03;50,46;1682,6;10232841,0;1904117,0;991;36,980000000000004
PR;5501;378,0;242,9;-22,66;52,86;1233,03;0,0;0,0;529;24,21
PR;3575;620,0;359,9;-25,04;52,68;476,24;6139705,0;164056,0;125;4,6899999999999995
PR;5242;521,0;309,1;-24,94;54,1;716,3;5878823,0;231407,0;301;10,41
PR;38768;509,0;418,6;-25,73;53,06;8316,0;15676860,0;6493595,0;4964;223,2
PR;8120;406,0;419,9;-23,38;53,29;1356,92;5878748,0;2249661,0;1060;55,62
PR;6036;381,0;118,3;-23,56;52,22;1296,0;6139705,0;634631,0;598;24,09
PR;6209;758,0;192,2;-25,94;53,16;1779,98;6139705,0;624145,0;484;20,16
PR;14303;470,0;467,5;-23,8;52,27;3677,44;0,0;0,0;1697;64,78999999999999
PR;1922;377,0;138,6;-23,72;53,81;348,16;5878823,0;158031,0;101;3,19
PR;4255;230,0;122,1;-24,7;54,23;1184,77;6139705,0;645407,0;619;23,46
PR;4591;618,0;326,4;-25,42;52,84;860,59;5886261,0;265451,0;176;7,449999999999999
PR;3422;600,0;289,2;-24,1;52,62;633,59;5880321,0;191841,0;264;9,08
PR;17084;840,0;715,9;-24,0;51,32;3464,35;9954565,0;2077468,0;1479;65,68
PR;90648;910,0;116,7;-25,66;49,31;12063,95;28652364,0;15929362,0;12080;429,57
PR;4912;365,0;234,1;-23,92;51,98;807,75;5878503,0;591574,0;454;17,439999999999998
PR;5981;824,0;406,5;-25,41;50,55;916,0;5878841,0;634724,0;271;10,84
PR;8315;620,0;129,8;-23,85;50,4;1561,35;5857366,0;1014203,0;773;30,68
PR;5137;482,0;191,1;-23,32;52,3;1263,05;4703058,0;629979,0;558;21,03
PR;4812;905,0;239,3;-26,26;53,3;753,22;5878841,0;327403,0;211;8,96
PR;6397;392,0;158,2;-23,6;52,08;1207,0;5878748,0;1149688,0;853;36,18
PR;11265;515,0;246,3;-22,86;51,39;1922,33;8186273,0;1335238,0;928;34,36
PR;2662;460,0;83,0;-23,09;51,95;516,1;5878748,0;300197,0;360;14,74
PR;7381;422,0;275,7;-24,29;53,31;1614,44;6141268,0;564324,0;1217;40,25
PR;263647;164,0;617,7;-25,55;54,59;83160,5;53007604,0;100080113,0;45108;2258,9
PR;6448;331,0;321,9;-24,07;53,85;1033,54;6139705,0;638719,0;477;19,78
PR;85486;570,0;735,1;-26,08;53,06;20393,46;26605468,0;20820413,0;12463;619,5699999999999
PR;5277;820,0;235,4;-25,64;52,1;884,68;6139723,0;381660,0;365;13,15
PR;14039;983,0;1070,3;-26,43;51,32;2416,68;9810430,0;916629,0;623;23,240000000000002
PR;3279;512,0;131,0;-24,18;51,92;421,68;5878503,0;148667,0;133;5,85
PR;29722;505,0;564,2;-24,18;53,03;6671,77;13734608,0;4961529,0;3556;162,74
